UnitID,name,type,Bus name,x,y,capacity
1,IBG-EGEN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
2,IBG-ENGI1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
3,IBG-RSQ1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
4,IVD-VKL1,interconnector,7909,-0.221,52.931,0.0
5,IVG-VKL1,interconnector,7909,-0.221,52.931,0.0
6,BFSE01,battery,6051,-1.22,52.585,50.0
7,AG-HLIM01,battery,5249,-1.494,51.598,0.0
8,AG-HLIM02,battery,5252,-1.194,50.852,60.0
9,AG-HLIM03,battery,5226,-1.99,51.616,60.0
10,AG-HLIM04,battery,5249,-1.494,51.598,100.0
11,BRGDG-1,fossil,6038,-0.508006,53.540993,100.0
12,AG-MFLX02,battery,6029,-1.247,53.398,50.0
13,AG-NHAV02,fossil,5913,-3.781,55.803,50.0
14,CMSTW-1,onwind,6443,-3.270129,58.406935,0.0
15,ROTHW-1,onwind,6448,-3.36,57.53,50.0
16,PAUHW-1,onwind,6448,-3.458196,57.451933,0.0
17,AG-PFLX01,battery,8020,-3.423,56.412,65.0
18,NSC-ATL01,hydro,6438,-4.491,57.468,49.9
19,LCSMH-1,cascade,6453,-5.073,56.829,0.0
20,KNLCV-1,hydro,6453,-4.95803,56.7129,88.0
21,CAIRW-2,onwind,6448,-3.063895,57.504968,24.0
22,MDHLW-1,onwind,6486,-2.482026,56.964685,0.0
23,TMNCW-1,onwind,6440,-3.9,57.391,75.9
24,DRAXD-2,biomass,6032,-0.996389,53.7358,39.0
25,ABERU-1,fossil,6049,-1.270137,53.090486,3960.0
26,ABRTW-1,onwind,6441,-4.372559,58.430482,10.0
27,AIRSW-1,onwind,5914,-3.814161,55.51487,36.0
28,ARNKB-2,battery,4966,0.344,51.484,35.0
29,ASHWW-1,onwind,6452,-5.449219,56.065903,49.9
30,ASLVW-1,onwind,5911,-3.988675,55.621764,35.0
31,BARNB-1,battery,5999,-1.457,53.558,25.0
32,BETHW-1,onwind,6440,-3.966064,57.36209,52.5
33,BHOLB-1,battery,5229,-1.998,50.721,40.0
34,BLARW-1,onwind,5896,-5.636,55.564,29.0
35,BNWKW-1,onwind,6443,-3.21433,58.351973,7.5
36,BRDUW-1,onwind,5905,-4.141234,55.255156,35.0
37,BRGG-1,fossil,6042,-0.32959,53.442264,22.5
38,BRIDU-1,fossil,6037,-0.203475,54.086555,72.0
39,BROAB-1,battery,4962,0.33,51.413,0.0
40,BROFB-1,battery,4956,1.05,52.074,0.0
41,BRYBW-1,onwind,6451,-4.668919,57.22303,7.5
42,BTUIW-2,onwind,6451,-4.789059,57.17555556,11.0
43,BTUIW-3,onwind,6451,-4.789059,57.17555556,50.0
44,BURWB-1,battery,4950,0.316,52.279,66.7
45,CHAPB-1,battery,5240,-0.4963,51.9266,118.0
46,CLAC-1,hydro,6453,-4.918736,56.277573,118.0
47,CLAYB-1,battery,4961,0.298,51.552,348.0
48,CLAYB-2,battery,4961,0.298,51.552,50.0
49,CLFLW-1,onwind,6453,-4.957855,56.283062,49.5
50,CONTB-1,battery,5273,-0.162756,50.95526,40.0
51,CORB-1,fossil,5233,-0.86792,52.247983,99.0
52,COWE1,fossil,5207,-5.064697,50.373496,99.0
53,COWE2,fossil,5207,-5.064697,50.373496,15.0
54,CROYD-2,fossil,5270,-0.11637,51.37644,34.0
55,CRSSB-1,battery,5927,-2.959,53.481,350.0
56,DALSW-1,onwind,5917,-3.662819,55.183662,140.0
57,DBFRM-1,fossil,5252,-1.153879,50.861673,140.0
58,DERW-1,fossil,6049,-1.399444,52.905812,0.0
59,DIDC01G,fossil,5249,-1.26757,51.62363,20.0
60,DIDC02G,fossil,5249,-1.26757,51.62363,30.0
61,DIDC03G,fossil,5249,-1.26757,51.62363,19.5
62,DIDC04G,fossil,5249,-1.26757,51.62363,0.0
63,FASN3,hydro,6437,-4.793703,57.325887,0.0
64,FASN-4,hydro,6437,-4.793703,57.325887,0.0
65,FAWN-1,fossil,5253,-1.351433,50.830367,0.0
66,FDUNT-1,fossil,6010,-1.349033,53.071393,0.0
67,FELL-1,fossil,5253,-1.351433,50.830367,69.0
68,GDSTW-1,onwind,8013,-2.484139,57.460944,69.0
69,GFLDW-1,onwind,7946,-0.872421,53.668356,0.0
70,GLCHW-1,onwind,5893,-4.754334,54.96342,100.0
71,GLOFW-1,onwind,6448,-2.878418,57.219608,0.0
72,GRGRW-1,onwind,6466,-3.889,55.904,12.5
73,GYAR-1,fossil,5889,1.625977,52.596375,32.8
74,HBHDW-1,onwind,7469,-3.547456,55.815259,27.5
75,HLGLW-1,onwind,6448,-3.615587,57.51052,26.0
76,HLTWW-1,onwind,8013,-2.406006,57.486309,36.0
77,HRHLW-1,onwind,5911,-4.054104,55.405691,430.0
78,ILMEB-1,battery,5238,-0.892,51.741,51.7
79,JAMBB-1,battery,8020,-3.294,56.341,27.6
80,KLYN-A-1,fossil,5888,0.380117,52.727256,48.0
81,LITRB-1,battery,6475,-3.33,56.104,43.0
82,LNMTH-1,fossil,5949,-1.52083,55.20417,30.0
83,LNMTH-2,fossil,5949,-1.52083,55.20417,49.0
84,LNMTH-3,fossil,5949,-1.52083,55.20417,49.0
85,MANXENR-1,load,4955,0.89694,51.74139,50.0
86,MARK-1,biomass,6448,-3.603516,57.480403,0.0
87,MDLWH-1,fossil,5981,-2.42461,53.18726,49.5
88,MINSW-1,onwind,5919,-3.47168,55.040614,420.0
89,MOYEW-1,onwind,6440,-4.064872,57.390303,420.0
90,NEWTB-1,battery,6008,-1.327,53.138,420.0
91,PETEM1,fossil,6053,-0.204697,52.57694,0.0
92,PETDG-1,fossil,6053,-0.2037977,52.575703,55.0
93,PILLB-1,battery,6035,-0.407,53.796,0.0
94,PILLB-2,battery,6035,-0.407,53.796,36.8
95,RHEI-4,hydro,5933,-3.9,52.396,66.0
96,ROOSB-1,battery,5925,-3.189,54.105,50.0
97,SEVIU-1,fossil,5198,-2.9983234,51.5877364,245.0
98,SHOS-1,fossil,5273,-0.252686,50.882243,50.0
99,SKELB-1,battery,8022,-2.775,53.553,98.0
100,SOLUU-1,fossil,5253,-1.2764,50.7459,98.0
101,TAYL2G,fossil,5264,-0.2575,51.546,49.0
102,TAYL3G,fossil,5264,-0.2575,51.546,49.0
103,TIBG-1,biomass,4966,0.389,51.459,10.0
104,THMRB-1,battery,5238,-0.894,51.766,0.0
105,THRNL-1,fossil,5990,-1.6547222222222,53.677222222222,50.0
106,TOLLB-1,battery,5244,-0.245,51.735,0.0
107,TULWW-1,onwind,6462,-2.581787,56.662265,140.0
108,TULWW-2,onwind,6462,-2.581787,56.662265,140.0
109,VKING-2,fossil,5965,-1.20268,54.6067,0.0
110,I2D-ALEU1,interconnector,4955,0.8645384615384615,51.808076923076925,49.0
111,I2D-ALIP1,interconnector,4955,0.8645384615384615,51.808076923076925,40.0
112,I2D-ARON1,interconnector,4955,0.8645384615384615,51.808076923076925,49.5
113,I2D-AXPO1,interconnector,4955,0.8645384615384615,51.808076923076925,42.5
114,I2D-BDEN1,interconnector,4955,0.8645384615384615,51.808076923076925,42.5
115,I2D-BKWE1,interconnector,4955,0.8645384615384615,51.808076923076925,50.0
116,I2D-BNPS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
117,I2D-BPGM1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
118,I2D-CBST1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
119,I2D-CENT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
120,I2D-CETL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
121,I2D-CEZC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
122,I2D-CNGS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
123,I2D-CNRE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
124,I2D-CONS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
125,I2D-CONV1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
126,I2D-COPN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
127,I2D-DARE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
128,I2D-DMCC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
129,I2D-DSKC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
130,I2D-DUEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
131,I2D-DUGE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
132,I2D-DVAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
133,I2D-EDFT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
134,I2D-EDMK1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
135,I2D-ELEE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
136,I2D-ELTR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
137,I2D-ENKI1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
138,I2D-ENSC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
139,I2D-ENSP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
140,I2D-ENTC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
141,I2D-EPCO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
142,I2D-EZCO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
143,I2D-GASE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
144,I2D-GAZP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
145,I2D-GLEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
146,I2D-GRMT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
147,I2D-HART1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
148,I2D-HELI1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
149,I2D-IBES1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
150,I2D-INCM1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
151,I2D-MCRA1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
152,I2D-MFTE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
153,I2D-MQBN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
154,I2D-NEAS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
155,I2D-NEHO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
156,I2D-NITR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
157,I2D-NORL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
158,I2D-NTPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
159,I2D-NVAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
160,I2D-OMPX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
161,I2D-OPMX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
162,I2D-OUTL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
163,I2D-PLAN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
164,I2D-PREP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
165,I2D-PWMR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
166,I2D-QUAR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
167,I2D-QUEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
168,I2D-RESP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
169,I2D-RISQ1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
170,I2D-RWES1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
171,I2D-SETL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
172,I2D-SSEG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
173,I2D-STAT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
174,I2D-TGPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
175,I2D-TRFD1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
176,I2D-TRFG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
177,I2D-TRLS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
178,I2D-VOLT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
179,I2D-VSAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
180,I2D-VTET1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
181,I2D-XNON1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
182,I2G-ALEU1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
183,I2G-ALIP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
184,I2G-ARON1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
185,I2G-AXPO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
186,I2G-BDEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
187,I2G-BKWE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
188,I2G-BNPS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
189,I2G-BPGM1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
190,I2G-CBST1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
191,I2G-CENT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
192,I2G-CETL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
193,I2G-CEZC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
194,I2G-CNGS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
195,I2G-CNRE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
196,I2G-CONS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
197,I2G-CONV1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
198,I2G-COPN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
199,I2G-DARE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
200,I2G-DMCC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
201,I2G-DSKC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
202,I2G-DUEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
203,I2G-DUGE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
204,I2G-DVAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
205,I2G-EDFT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
206,I2G-EDMK1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
207,I2G-ELEE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
208,I2G-ELTR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
209,I2G-ENKI1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
210,I2G-ENSC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
211,I2G-ENSP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
212,I2G-ENTC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
213,I2G-EPCO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
214,I2G-EZCO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
215,I2G-GASE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
216,I2G-GAZP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
217,I2G-GLEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
218,I2G-GRMT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
219,I2G-HART1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
220,I2G-HELI1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
221,I2G-IBES1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
222,I2G-INCM1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
223,I2G-MCRA1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
224,I2G-MFTE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
225,I2G-MQBN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
226,I2G-NEAS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
227,I2G-NEHO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
228,I2G-NITR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
229,I2G-NORL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
230,I2G-NTPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
231,I2G-NVAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
232,I2G-OMPX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
233,I2G-OPMX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
234,I2G-OUTL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
235,I2G-PLAN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
236,I2G-PREP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
237,I2G-PWMR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
238,I2G-QUAR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
239,I2G-QUEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
240,I2G-RESP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
241,I2G-RISQ1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
242,I2G-RWES1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
243,I2G-SETL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
244,I2G-SSEG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
245,I2G-STAT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
246,I2G-TGPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
247,I2G-TRFD1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
248,I2G-TRFG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
249,I2G-TRLS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
250,I2G-VOLT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
251,I2G-VSAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
252,I2G-VTET1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
253,I2G-XNON1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
254,IBD-DARE1,interconnector,4969,0.653,51.46,0.0
255,IBG-ALIP1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
256,IBG-ALPE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
257,IBG-BDEN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
258,IBG-BKWE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
259,IBG-BPGE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
260,IBG-BRTN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
261,IBG-CACM1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
262,IBG-CBST1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
263,IBG-CENT1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
264,IBG-CETA1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
265,IBG-CEZC1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
266,IBG-CGML1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
267,IBG-CNGS1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
268,IBG-CONS1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
269,IBG-CONV1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
270,IBG-COPN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
271,IBG-DARE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
272,IBG-DMCC1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
273,IBG-DNGN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
274,IBG-DSKC1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
275,IBG-DUFE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
276,IBG-DVAL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
277,IBG-EDFT1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
278,IBG-EDMK1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
279,IBG-EGLE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
280,IBG-ELEE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
281,IBG-ELTR1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
282,IBG-ENEL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
283,IBG-ENET1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
284,IBG-ENGM1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
285,IBG-ENSP1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
286,IBG-ENTC1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
287,IBG-EOET1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
288,IBG-EPCO1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
289,IBG-ERVA1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
290,IBG-EZCO1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
291,IBG-FPCD1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
292,IBG-GAZP1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
293,IBG-GLEN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
294,IBG-HART1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
295,IBG-HELI1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
296,IBG-IBES1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
297,IBG-IDCE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
298,IBG-INCM1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
299,IBG-KCST1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
300,IBG-LTFD1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
301,IBG-MCRA1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
302,IBG-MFTE1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
303,IBG-MONL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
304,IBG-NEAS1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
305,IBG-NITR1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
306,IBG-NORL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
307,IBG-NTPL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
308,IBG-OMPX1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
309,IBG-OPMX1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
310,IBG-OUTL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
311,IBG-PETC1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
312,IBG-PTRS1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
313,IBG-PWMR1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
314,IBG-PZEM1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
315,IBG-QUAR1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
316,IBG-QUEN1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
317,IBG-RESP1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
318,IBG-RWES1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
319,IBG-SETL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
320,IBG-SSEG1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
321,IBG-STAT1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
322,IBG-TGPL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
323,IBG-TRFD1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
324,IBG-TRFG1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
325,IBG-TRLS1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
326,IBG-VETR1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
327,IBG-VOLT1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
328,IBG-VSAL1,interconnector,4969,0.6530000000000001,51.46000000000001,0.0
