bus501_id,x_501,y_501,bus385_id,x_385,y_385
relation/9598269-275,-2.043609843,53.49226711,8649,-1.724854,52.571342
way/90539508-400,-1.601911119,53.48771149,7457,-2.242584,52.545461
way/635713005-220,-3.274956512,53.48615793,7456,-2.242584,52.545461
way/30930911-275,-2.848206369,53.46905192,6013,-1.867676,52.533767
way/160616357-275,-1.32061173,53.44549313,6051,-1.167297,52.532096
GB37-275,-1.2467417,53.444646,6011,-2.002258,52.509535
relation/7894457-400,-2.405178454,53.43541149,6018,-1.712494,52.502848
relation/7894457-275,-2.405438557,53.43519161,6017,-1.712494,52.502848
GB38-220,0.8000813,53.4340319,7455,-2.285156,52.48278
way/92529432-400,-2.379182794,53.4261187,5212,-2.268677,52.464377
way/92529432-275,-2.379442977,53.42589888,5211,-2.268677,52.464377
way/367005272-275,-2.738349596,53.42119482,5219,-1.864929,52.453499
way/92737152-275,-2.276032069,53.42086379,5213,-2.145081,52.450151
way/1153252242-275,-2.926281009,53.41871569,5223,-1.425476,52.445129
way/101312018-275,-1.4140985,53.41576404,5217,-1.977539,52.410797
GB39-400,-0.817995162,53.41570495,5216,-1.977539,52.410797
way/89427607-400,-4.48023347,53.41520817,7466,-2.176627963,52.37104518
way/93878867-275,-2.12966191,53.41474049,7465,-2.176627963,52.37104518
way/147475796-275,-1.386335402,53.41217787,5218,-2.04071,52.361345
way/101077623-400,-1.488006264,53.406334,5222,-1.597137,52.346246
way/101077623-275,-1.48827082,53.40611605,7462,-1.742706,52.330304
way/90547685-275,-1.26859529,53.40487399,7461,-1.742706,52.330304
GB40-275,-2.1051057,53.4041771,4950,0.303497,52.288323
way/159736514-400,-1.351160545,53.40148268,7464,-2.018669232,52.26949297
way/159736514-275,-1.351425759,53.40126502,7463,-2.018669232,52.26949297
way/115887437-275,-1.394672799,53.40117103,5233,-0.74295,52.266477
way/116539370-275,-1.443715962,53.40082263,5239,-0.357056,52.258071
GB41-275,-1.4685122,53.3912009,7454,-0.293884,52.242938
way/23059268-275,-1.478542742,53.37473901,5214,-2.198639,52.23621
way/315213320-275,-2.688965836,53.37141739,5221,-1.9487,52.224435
way/153884024-275,-3.061787852,53.36583655,5220,-1.9487,52.224435
relation/13110369-400,-0.80883446,53.35935915,4980,1.569672,52.174774
way/796648851-275,-1.471569691,53.34858558,5232,-0.921478,52.107349
GB42-275,-1.4472631,53.3369511,8578,-1.047821,52.073598
way/433545528-220,-3.459101001,53.3304007,4956,1.024475,52.041511
way/123866712-275,-1.458499555,53.32967511,5240,-0.53421,51.948497
GB43-400,-2.7440555,53.319391,5243,-0.302124,51.947651
way/23164256-400,-2.716248141,53.30945478,8473,-0.845947,51.929025
way/23164256-275,-2.716505993,53.30923427,5236,-1.010742,51.929025
way/314338790-400,-0.781350604,53.30073276,4951,0.045319,51.928178
GB44-275,-2.819172467,53.27963175,5215,-2.289276,51.893444
way/92419253-400,-2.120790726,53.26874937,4955,0.611115,51.868012
way/92419253-275,-2.121051354,53.2685301,4954,0.517731,51.856139
way/23164132-400,-2.947158776,53.26761759,5237,-0.819855,51.849353
way/23164132-275,-2.947415239,53.26739661,8860,0.015106,51.832383
way/280317944-400,-3.474012352,53.25009917,5188,-3.13385,51.815407
way/280317944-220,-3.474266058,53.24987711,8747,-2.013245,51.811162
way/536905500,-3.050363602,53.2365916,5245,-0.034332,51.799274
way/536905500-400,-3.050363602,53.2365916,8189,-3.317871,51.793328
way/375626500,-3.032594117,53.23046269,8290,-3.372803,51.789081
way/375626500-400,-3.032722036,53.23035211,7945,-3.330231,51.783984
way/1274396508-400,-3.074227981,53.22972663,8025,-0.004389837,51.77516218
way/143905069-400,-0.793448115,53.22814734,8024,-0.004389837,51.77516218
way/143905069-275,-0.793715126,53.22793089,8094,-0.003832475,51.77509562
way/92331023-275,-1.387922093,53.22454782,8093,-0.003832475,51.77509562
GB46-220,0.7855224,53.2222743,8529,-3.937225,51.743187
way/98899051-400,-4.158252803,53.18749105,5247,-0.027466,51.741487
GB47-400,-4.1704357,53.1498169,5246,-0.027466,51.741487
GB48-400,-4.1561515,53.1406872,8515,-3.900146,51.737235
GB49-400,-4.0977029,53.1225945,5234,-1.237335,51.734683
GB50-400,-3.1479469,53.1167498,5183,-4.850464,51.728729
way/91003253-400,-0.868880547,53.07711915,5238,-0.799255,51.726178
way/87207123-400,-2.083385659,53.04085816,5185,-3.935852,51.710863
way/95338682-400,-3.053220067,53.02882769,5184,-3.935852,51.710863
way/1214332448-275,-3.968926579,52.98077866,5242,-0.43396,51.702353
way/472164401-400,-1.050302248,52.95994874,7361,-1.242828,51.689585
way/895564309-400,-0.226339582,52.94495796,5235,-1.082153,51.687882
way/895564309-220,-0.226607776,52.94474275,7286,-0.038452,51.68618
way/142845284-400,-4.1687269,52.93910015,5244,-0.22522,51.684477
way/190511290-400,-0.219808814,52.93205225,5248,-0.074158,51.657223
way/89573358-400,-4.090135647,52.92807205,5187,-3.279419,51.646998
way/89573357-400,-3.94676574,52.92716626,5186,-3.279419,51.646998
way/89573357-275,-3.947015409,52.92694327,5189,-3.004761,51.644442
way/1078532568,-0.236500535,52.92099253,4952,0.050812,51.641033
way/1078532568-400,-0.236634539,52.92088492,5241,-0.517731,51.627395
relation/13110368-400,-1.255163941,52.86364381,4953,0.266418,51.623985
relation/13110368-275,-1.255426653,52.86342639,5198,-3.011627,51.598401
way/71118225-400,-1.553097472,52.85519637,5200,-2.882538,51.595842
GB51-400,-1.4045595,52.8381758,5199,-2.882538,51.595842
GB52-400,-0.0719683,52.8381432,5264,-0.273285,51.590723
GB53-400,-1.514203018,52.82650701,5263,-0.273285,51.590723
way/376450057-400,-0.133275466,52.80578628,5249,-1.235962,51.583897
way/87204522-400,-1.65178207,52.77490581,5268,-0.074158,51.57963
way/87204522-275,-1.652042356,52.77468755,5267,-0.074158,51.57963
way/142741752-400,-1.914974578,52.7566815,5256,-0.699005,51.577923
way/635226843-400,0.191031309,52.75600746,5255,-0.699005,51.577923
GB54-400,-1.8397943,52.7277722,4968,0.532837,51.576216
way/635829123-400,0.199048175,52.72693585,5226,-2.06131,51.571949
way/635829123-220,0.198779153,52.72672158,5191,-3.725739,51.562559
way/127184694-400,-2.693146331,52.70928629,5195,-3.320618,51.559997
GB55-275,-2.1094118,52.6667274,5269,-0.032959,51.550605
way/92221420-275,-2.114551087,52.63634339,5225,-2.471924,51.539502
relation/7886014-400,-2.512553304,52.63226162,4958,0.031586,51.536086
GB56-400,-1.7507603,52.61627489,4957,0.031586,51.536086
GB57-400,-2.2407988,52.61180729,8397,-3.186035,51.53565852
way/90534270-400,-1.216754105,52.59756067,5224,-2.633972,51.533523
way/203880168-275,-2.049273174,52.57785467,5258,-0.390015,51.53096
way/32227788-400,1.272295269,52.57403635,5266,-0.155182,51.525834
way/92458761-400,-2.208900321,52.55642713,4965,0.482025,51.519853
way/92458761-275,-2.209156721,52.55620771,7458,-3.29822016,51.51584558
way/31545125-400,-1.960292744,52.55324524,5192,-3.596649,51.505323
way/31545125-275,-1.960550344,52.55302635,5197,-3.192902,51.498485
way/25784732-275,-2.029512031,52.54208261,4961,0.280151,51.489935
way/49499923-400,-1.714121274,52.53117138,5259,-0.508118,51.477962
way/49499923-275,-1.714379958,52.530953,4967,0.373535,51.467697
way/94543520-275,-1.896005466,52.5270181,4966,0.373535,51.467697
relation/7896785-275,-1.85311523,52.50680233,8030,-0.694885,51.461708
way/167621580-400,-2.022923009,52.49867332,5257,-0.686646,51.439457
way/167621580-275,-2.023180017,52.4984543,4969,0.575409,51.430896
way/55284068-275,-1.463657016,52.45601066,4960,0.215607,51.430896
way/28194931-275,-2.013462225,52.43108518,4959,0.215607,51.430896
GB58-275,-1.7162298,52.39505819,5270,-0.11261,51.423189
GB59-275,-2.1834417,52.39136439,4962,0.346069,51.421477
way/92260633-275,-1.615545483,52.38583135,5193,-3.518372,51.42062
GB60-275,-2.1426196,52.36271319,5228,-2.080536,51.419764
GB61-275,-2.1249941,52.33712359,5227,-2.080536,51.419764
way/96067520-275,-2.242310664,52.3122244,5196,-3.275299,51.419764
way/25935453-400,0.312368309,52.28079034,5265,-0.296631,51.405203
way/96107758-400,-1.972673887,52.25110813,4972,0.76355,51.403489
way/96107758-275,-1.972929855,52.25088923,4963,0.09613,51.394922
GB62-220,2.5060803,52.24850499,4970,0.699005,51.354631
way/88287125-400,-0.727876277,52.24314497,5250,-1.117859,51.324605
way/89038614-400,-0.301682372,52.21479599,4974,0.904999,51.320314
way/576238223-400,1.607895399,52.20755656,5261,-0.682526,51.307438
way/25422135-400,1.061867845,52.07139812,5260,-0.682526,51.307438
way/25422135-220,1.061598413,52.07118579,5272,-0.197754,51.298852
GB63-400,0.7255421,52.00039309,5271,-0.197754,51.298852
GB64-220,1.4246125,51.99963089,8014,0.219727,51.2937
way/77065229-400,0.118460111,51.93505282,5262,-0.406494,51.289406
relation/7650368-400,-0.500739962,51.93429316,4964,0.005493,51.277381
way/24165071-400,-0.249326346,51.92769348,4975,1.060181,51.251601
way/92340133-400,-0.907568308,51.92634688,5251,-0.878906,51.216347
way/89453364-400,-0.677593692,51.90437449,5202,-3.210754,51.135416
way/92460913-400,-2.253502367,51.87945314,5201,-3.210754,51.135416
relation/7872518-400,0.575898117,51.86573283,5205,-2.960815,51.073331
way/95895489-400,-3.226599417,51.80840261,4977,0.958557,51.059523
way/925179651-400,0.537112158,51.7655581,5194,-4.167938,51.011163
way/87464485-400,0.00856706,51.75904502,5204,-3.148956,50.976588
way/553490952-400,-3.548061966,51.74636331,5273,-0.196381,50.948045
way/22975329-400,-0.011354467,51.71424635,5230,-1.513367,50.94718
way/22975329-275,-0.011616943,51.71403167,4979,0.914612,50.929007
way/23059230-400,-1.190382085,51.71111384,5254,-1.053314,50.900435
relation/7879831-400,-3.958370213,51.6860959,5231,-1.461182,50.890907
relation/7879831-275,-3.958613809,51.68587296,4971,0.431213,50.870111
relation/13110367-400,-4.989693057,51.68215993,5252,-1.245575,50.866645
way/41710456-400,-0.656036424,51.66486854,5253,-1.366425,50.828493
way/23228569-275,-0.024450183,51.66361265,5229,-1.93222,50.805935
way/115530033-400,-1.228237977,51.66102501,5206,-3.003387,50.765997
way/4746208-400,-0.342896467,51.66068683,5203,-3.357697,50.739062
way/4746208-275,-0.343157112,51.66047143,5274,-2.528229,50.628558
way/23234477-275,-0.40463477,51.64257245,8016,-3.735352,50.498579
way/95749833-400,-3.300374882,51.63586781,5209,-3.967438,50.489842
way/95749833-275,-3.300621406,51.63564619,5210,-3.691406,50.477609
way/263863442-400,-1.259285862,51.62559782,5208,-4.244843,50.460127
way/4797228-275,-0.20911928,51.61785412,5207,-4.925995,50.368241
way/295657862-275,-3.83249079,51.61695521,,,
way/95279334-400,-2.002022274,51.60760665,,,
way/23132983-275,-0.048025926,51.60401883,,,
way/29111844-400,0.566501994,51.59375911,,,
way/264371625-275,0.043105206,51.58857898,,,
GB65-400,-2.5976167,51.57876009,,,
relation/12543034-275,-3.299087619,51.57455529,,,
way/45087479-275,-2.480825235,51.5694821,,,
way/884174267-400,-2.908497308,51.5649482,,,
way/884174267-275,-2.908745365,51.56472739,,,
way/121820285-275,-3.753905922,51.56292576,,,
way/227589012-400,-0.113517265,51.56149744,,,
way/371757485-400,-0.042658075,51.55924381,,,
way/371757485-275,-0.042919586,51.55902906,,,
way/23229136-275,0.300724898,51.55274327,,,
relation/13186702-275,-2.97612483,51.54838496,,,
way/42800878-400,-3.031050789,51.54782223,,,
GB66-275,-3.143064416,51.54750643,,,
way/23232738-400,-0.498201133,51.54356841,,,
way/23232738-275,-0.498460443,51.54335267,,,
way/292471784-400,-2.670208739,51.53676435,,,
way/123037622-275,-3.687712141,51.53597754,,,
way/49601061-400,-0.25736922,51.53409061,,,
way/533670766-400,-0.016510745,51.53159953,,,
way/447301159-400,-0.095886403,51.53039835,,,
way/31015820-400,-0.170186757,51.52755974,,,
way/31015820-275,-0.170447509,51.52734472,,,
way/93299730-400,-0.224006135,51.52620529,,,
GB68-275,-3.07819122,51.52427984,,,
GB69-400,0.4716213,51.52161159,,,
way/102549055-400,0.114609962,51.52118285,,,
way/102549055-275,0.114347923,51.52096844,,,
way/23228362-400,0.001220043,51.51941543,,,
way/100773252-400,0.506723522,51.51286098,,,
GB71-275,-3.3339055,51.49921789,,,
way/222987687-275,-3.145310335,51.49514748,,,
way/494951597-400,0.286476977,51.49195864,,,
way/101365758-275,-3.406983749,51.48693743,,,
GB72-400,-0.192474902,51.48511555,,,
way/447297184-275,-0.058816398,51.48414545,,,
way/98788846-275,-3.130159886,51.48195979,,,
way/103150854-400,0.288344937,51.47116391,,,
way/1275300370-400,0.237744651,51.46371849,,,
way/1275300370-275,0.237482345,51.46350436,,,
way/94530230-400,0.390119336,51.46017363,,,
way/94530230-275,0.389856346,51.45995983,,,
GB73-400,0.312917224,51.4592273,,,
way/143783006-400,0.715474718,51.44475984,,,
GB74-400,0.165436907,51.44355166,,,
GB74-275,0.165175041,51.44333737,,,
way/103829261-400,0.407618211,51.44231108,,,
way/109189896,0.716157544,51.4404983,,,
GB75-400,0.6902156,51.44033449,,,
way/32604320-400,0.155051905,51.43287371,,,
way/32604320-275,0.154790143,51.43265939,,,
way/1120475588-400,-0.188040628,51.43067363,,,
way/1120475588-275,-0.188300793,51.43045857,,,
way/16582436-400,0.329934476,51.42826879,,,
way/23248656-275,-0.470274412,51.42397285,,,
way/814351697-400,0.598549967,51.41855325,,,
way/91010711-400,0.392417549,51.40501629,,,
way/103915328-400,-2.150544287,51.39368201,,,
way/103915328-275,-2.150795104,51.39346277,,,
way/84803250-275,-3.403191696,51.38833487,,,
way/23299362-400,-0.12743711,51.37337986,,,
way/23299362-275,-0.127697257,51.37316493,,,
way/91010022-400,0.741584793,51.36834373,,,
GB76-275,-0.0881416,51.36570379,,,
way/23299657-400,-0.003626187,51.3519947,,,
way/23299657-275,-0.003886794,51.35178004,,,
relation/7880111-400,-0.483982929,51.35069411,,,
relation/7880111-275,-0.48424131,51.3504784,,,
GB78-400,0.0516055,51.34658629,,,
GB79-400,0.036362,51.34532109,,,
way/23390317-275,-0.323135725,51.34369679,,,
way/1087785232-400,-2.839449257,51.34057311,,,
way/264104518-400,0.941964465,51.3379859,,,
way/32796576-400,-1.077280275,51.33629201,,,
relation/10695345,1.345638898,51.30987814,,,
relation/10695345-400,1.345638898,51.30987814,,,
way/87953830-400,1.096375597,51.29372071,,,
way/1049638569-400,-2.899964074,51.28654274,,,
way/88389243-400,-0.881812113,51.25086753,,,
way/292371992-400,-3.132439503,51.2062847,,,
way/292371992-275,-3.132684795,51.20606344,,,
GB81-400,-2.950594572,51.18265582,,,
way/48876730-400,-2.96907577,51.11738189,,,
way/48876730-275,-2.969321415,51.11716097,,,
way/23281217-400,0.975236305,51.10594272,,,
way/23281217,0.97511945,51.10557812,,,
way/775577829-400,1.144968072,51.09855294,,,
way/775577829,1.144835812,51.09844688,,,
way/119616836-400,-3.154925324,51.01694852,,,
way/100009331-400,-4.136944788,51.00583239,,,
way/91082448-400,-0.235817265,50.97526715,,,
way/23988786-400,-1.487201922,50.94175903,,,
way/20851038-400,-1.039880887,50.91705623,,,
way/264102298-400,0.947635138,50.91481412,,,
way/264102298-275,0.947372476,50.91460157,,,
GB82-275,0.96410185,50.9143972,,,
GB83-400,-1.4746633,50.90390799,,,
way/681875115-400,-1.440205231,50.89834216,,,
way/4715504-400,-1.232597803,50.88478848,,,
way/28691559-400,0.448395392,50.88121601,,,
way/90099036-400,-1.895122345,50.84686404,,,
way/636630371-400,-1.285068182,50.83562429,,,
relation/9409219-400,-1.328737782,50.82162304,,,
way/636630368-400,-1.194313257,50.81814424,,,
way/636630368,-1.19443948,50.81803564,,,
way/34205588-400,-2.924399798,50.78678955,,,
way/26678829-400,-3.405315842,50.7675587,,,
way/49922626-400,-2.488599023,50.62388124,,,
way/26938722-400,-3.730387109,50.4716399,,,
way/34656007-400,-4.242535214,50.44487758,,,
relation/9572254-400,-4.899645176,50.39501306,,,
way/677845115-400,-4.012721052,50.38905382,,,