NationalGridBmUnit,carrier,bus,lon,lat,capacity
ING-ENET1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-ENTC1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-EPCO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-GASE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-GAZP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-GLEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-HELI1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-IDCE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-INCM1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-KCST1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-LMUS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-MCRA1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-MFTE1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NEAS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NEHO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NEMO1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NITR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NORL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-NTPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-OMPX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-OPMX1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-OUTL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-PWMR1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-QUEN1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-RESP1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-RISQ1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-RWES1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-SETL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-SSEG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-STAT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-TGPL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-TRFD1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-TRFG1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-TRLS1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-VOLT1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-VSAL1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-VTET1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ING-XNON1,interconnector,4955,0.8645384615384615,51.808076923076925,0.0
ISD-DMCC1,interconnector,5950,-1.521,55.144,0.0
ISD-NDPL1,interconnector,5950,-1.521,55.144,0.0
ISG-DMCC1,interconnector,5950,-1.521,55.144,0.0
ISG-NDPL1,interconnector,5950,-1.521,55.144,0.0
IVD-ALIP1,interconnector,7909,-0.221,52.931,0.0
IVD-BDEN1,interconnector,7909,-0.221,52.931,0.0
IVD-CACM1,interconnector,7909,-0.221,52.931,0.0
IVD-COPN1,interconnector,7909,-0.221,52.931,0.0
IVD-DSKC1,interconnector,7909,-0.221,52.931,0.0
IVD-DVAL1,interconnector,7909,-0.221,52.931,0.0
IVD-EDMK1,interconnector,7909,-0.221,52.931,0.0
IVD-EENG1,interconnector,7909,-0.221,52.931,0.0
IVD-ELTR1,interconnector,7909,-0.221,52.931,0.0
IVD-ENSC1,interconnector,7909,-0.221,52.931,0.0
IVD-EZCO1,interconnector,7909,-0.221,52.931,0.0
IVD-HART1,interconnector,7909,-0.221,52.931,0.0
IVD-INCM1,interconnector,7909,-0.221,52.931,0.0
IVD-MFTE1,interconnector,7909,-0.221,52.931,0.0
IVD-NEAS1,interconnector,7909,-0.221,52.931,0.0
IVD-NEHO1,interconnector,7909,-0.221,52.931,0.0
IVD-NITR1,interconnector,7909,-0.221,52.931,0.0
IVD-NORL1,interconnector,7909,-0.221,52.931,0.0
IVD-NTPL1,interconnector,7909,-0.221,52.931,0.0
IVD-OPMX1,interconnector,7909,-0.221,52.931,0.0
IVD-PWMR1,interconnector,7909,-0.221,52.931,0.0
IVD-QUEN1,interconnector,7909,-0.221,52.931,0.0
IVD-RESP1,interconnector,7909,-0.221,52.931,0.0
IVD-RWES1,interconnector,7909,-0.221,52.931,0.0
IVD-TGPL1,interconnector,7909,-0.221,52.931,0.0
IVD-TRLS1,interconnector,7909,-0.221,52.931,0.0
IVD-VSAL1,interconnector,7909,-0.221,52.931,0.0
IVD-VTFS1,interconnector,7909,-0.221,52.931,0.0
IVG-ALIP1,interconnector,7909,-0.221,52.931,0.0
IVG-BDEN1,interconnector,7909,-0.221,52.931,0.0
IVG-CACM1,interconnector,7909,-0.221,52.931,0.0
IVG-COPN1,interconnector,7909,-0.221,52.931,0.0
IVG-DSKC1,interconnector,7909,-0.221,52.931,0.0
IVG-DVAL1,interconnector,7909,-0.221,52.931,0.0
IVG-EDMK1,interconnector,7909,-0.221,52.931,0.0
IVG-EENG1,interconnector,7909,-0.221,52.931,0.0
IVG-ELTR1,interconnector,7909,-0.221,52.931,0.0
IVG-ENSC1,interconnector,7909,-0.221,52.931,0.0
IVG-EZCO1,interconnector,7909,-0.221,52.931,0.0
IVG-HART1,interconnector,7909,-0.221,52.931,0.0
IVG-INCM1,interconnector,7909,-0.221,52.931,0.0
IVG-MFTE1,interconnector,7909,-0.221,52.931,0.0
IVG-NEAS1,interconnector,7909,-0.221,52.931,0.0
IVG-NEHO1,interconnector,7909,-0.221,52.931,0.0
IVG-NITR1,interconnector,7909,-0.221,52.931,0.0
IVG-NORL1,interconnector,7909,-0.221,52.931,0.0
IVG-NTPL1,interconnector,7909,-0.221,52.931,0.0
IVG-OPMX1,interconnector,7909,-0.221,52.931,0.0
IVG-PWMR1,interconnector,7909,-0.221,52.931,0.0
IVG-QUEN1,interconnector,7909,-0.221,52.931,0.0
IVG-RESP1,interconnector,7909,-0.221,52.931,0.0
IVG-RWES1,interconnector,7909,-0.221,52.931,0.0
IVG-TGPL1,interconnector,7909,-0.221,52.931,0.0
IVG-TRLS1,interconnector,7909,-0.221,52.931,0.0
IVG-VSAL1,interconnector,7909,-0.221,52.931,0.0
IVG-VTFS1,interconnector,7909,-0.221,52.931,0.0
CAS-BEU01,cascade,6438,-4.552586,57.444705,0.0
CAS-CLU01,cascade,6460,-3.778355,56.716948,0.0
CAS-CON01,cascade,6437,-4.830066,57.619203,0.0
CAS-GAR01,cascade,6437,-5.289194,57.066143,0.0
CAS-KIL01,cascade,8019,-4.307751,56.470679,0.0
CAS-MOR01,cascade,6437,-4.962463,57.144936,0.0
SLOY-1,hydro,6454,-4.735107,56.200593,0.0
SLOY-4,hydro,6454,-4.735107,56.200593,0.0
RHAMD-1,load,6029,-1.319,53.452,0.0
ACHRW-1,onwind,8520,-2.492993,55.923317,0.0
AFTOW-1,onwind,5905,-4.165,55.312,0.0
AKGLW-2,onwind,5893,-4.713441,54.970896,0.0
AKGLW-3,onwind,5893,-4.713441,54.970896,152.5
ANSUW-1,onwind,5899,-4.63623,55.14121,152.5
ARCHW-1,onwind,5893,-4.825652,55.222814,0.0
BEINW-1,onwind,6438,-4.42749,58.077876,42.6
BHLAW-1,onwind,5914,-4.033976,55.117955,50.0
BLKWW-1,onwind,5915,-3.482666,55.590763,0.0
BOWLW-1,offwind,5896,-5.537109,55.683779,0.0
BURWS-1,solar,4950,0.302,52.283,19.3
BUSTB-1,battery,6011,-2.02,52.549,120.0
CARR-1,fossil,5980,-2.504883,53.455349,588.0
CARR-2,fossil,5980,-2.504883,53.455349,588.0
CDCL-1,fossil,6045,-0.86792,53.219191,588.0
CGTHW-1,onwind,6440,-4.359638,57.190085,108.8
CNQPS-1,fossil,5939,-3.080651,53.231871,108.0
CNQPS-2,fossil,5939,-3.080651,53.231871,52.9
CNQPS-3,fossil,5939,-3.080651,53.231871,188.0
CNQPS-4,fossil,5939,-3.080651,53.231871,188.0
COUWW-1,onwind,5896,-5.484929,55.680679,90.0
COWB-1,battery,5234,-1.189058,51.709925,348.0
CREAW-1,onwind,6438,-4.504,58.21,49.8
CRGHW-1,onwind,6454,-4.790039,56.389584,49.9
CRMLW-1,onwind,6437,-4.838531,57.694245,884.0
CRUA-1,PHS,5931,-3.966064,53.080827,884.0
CRUA-2,PHS,5931,-3.966064,53.080827,0.0
CRUA-3,PHS,5931,-3.966064,53.080827,445.0
CRUA-4,PHS,5931,-3.966064,53.080827,69.5
CRYRW-2,onwind,6490,-2.39502,55.893796,1380.0
CRYRW-3,onwind,6490,-2.39502,55.893796,1380.0
CUMHW-1,onwind,5911,-3.991,55.567,1380.0
DALQW-1,onwind,5911,-3.89,55.585,1380.0
DAMC-1,fossil,4969,0.549316,51.460852,0.0
DIDCB5,fossil,5249,-1.26757,51.62363,20.5
DIDCB6,fossil,5249,-1.26757,51.62363,52.0
DINO-1,PHS,5931,-3.977051,53.008173,72.6
DINO-6,PHS,5931,-3.977051,53.008173,46.0
DNLWW-1,onwind,5943,-2.296143,55.776573,54.4
DOREW-1,onwind,6447,-2.795,57.448,440.0
DOREW-2,onwind,6447,-2.795,57.448,440.0
DOUGW-1,onwind,5911,-3.888,55.593,440.0
DRAXX-1,biomass,8021,-0.626221,53.748711,440.0
DRAXX-2,biomass,8021,-0.626221,53.748711,200.5
DRAXX-3,biomass,8021,-0.626221,53.748711,200.5
DRAXX-4,biomass,8021,-0.626221,53.748711,126.0
DRAXX-5,biomass,8021,-0.626221,53.748711,42.0
DRAXX-6,biomass,8021,-0.626221,53.748711,0.0
DRSLW-1,onwind,5905,-4.484173,55.311291,1200.0
EECL-1,fossil,7286,-0.022763,51.662337,1200.0
ERRO-1,hydro,6460,-3.790283,56.734649,1200.0
ERRO-2,hydro,6460,-3.790283,56.734649,1200.0
ERRO-3,hydro,6460,-3.790283,56.734649,1200.0
EWHLW-1,onwind,5920,-3.205105,55.228662,402.0
FALGW-1,onwind,7471,-2.768555,55.936895,402.0
FAARW-1,onwind,6440,-4.094167,57.325,402.0
FAARW-2,onwind,6440,-4.094167,57.325,402.0
FASN-1,hydro,6437,-4.793703,57.325887,1440.0
FASN2,hydro,6437,-4.793703,57.325887,1440.0
FFES-1,PHS,6440,-4.361572,57.237449,1764.0
FFES-3,PHS,6440,-4.361572,57.237449,1764.0
FFES-4,PHS,6440,-4.361572,57.237449,1120.0
FINL-1,hydro,6468,-3.614502,56.279961,1120.0
FOYE-1,PHS,6452,-5.393722,56.34286,1120.0
FOYE-2,PHS,6452,-5.393722,56.34286,29.8
FOYED-1,PHS,6438,-4.4835277777778,57.262111111111,177.0
GLNDO-1,hydro,6437,-5.174561,57.15412,177.0
GLNKW-1,onwind,6440,-4.241,57.25,45.0
GLWSW-1,onwind,5911,-3.921928,55.534273,3960.0
GNAPW-1,onwind,5893,-5.026858,55.021378,3960.0
GORDW-1,onwind,6441,-3.834229,58.066256,3960.0
GORDW-2,onwind,6441,-3.834229,58.066256,3960.0
GRAI1G,fossil,4972,0.70805555555556,51.443055555556,3960.0
GRAI4G,fossil,4972,0.70805555555556,51.443055555556,3960.0
GRIFW-1,onwind,8020,-3.394775,56.529199,69.0
GRIFW-2,onwind,8020,-3.394775,56.529199,714.0
GRMO-1,fossil,6482,-3.032227,55.930741,714.0
HALSW-1,onwind,6443,-3.425,58.456,408.0
HEYM11,nuclear,5201,-3.317871,51.138001,75.0
HEYM12,nuclear,5201,-3.317871,51.138001,75.0
HEYM2D-1,nuclear,5924,-2.91504,54.0273,75.0
HEYM27,nuclear,5201,-3.317871,51.138001,51.0
HEYM28,nuclear,5201,-3.317871,51.138001,144.0
HRSTW-1,onwind,5917,-3.636475,55.229023,92.0
HRTL-1,nuclear,5924,-2.916111111,54.02888889,92.0
HRTL-2,nuclear,5924,-2.916111111,54.02888889,69.0
HUMR-1,fossil,5981,-2.405816,53.165426,69.0
HUNBD-1,nuclear,5896,-4.89009,55.7221,360.0
INDQ-1,fossil,4969,0.602702,51.418947,360.0
KEAD-1,fossil,6038,-0.494385,53.585984,360.0
KEAD-2,fossil,7946,-0.7522,53.5952,16.5
KEADGT-3,fossil,6038,-0.494385,53.585984,300.0
KENNW-1,onwind,5911,-3.916,55.49,300.0
KILBW-1,onwind,6441,-4.0564,58.0395,300.0
KILLPG-1,fossil,6041,-0.25511,53.65952,353.0
KILLPG-2,fossil,6041,-0.25511,53.65952,353.0
KLGLW-1,onwind,5893,-4.76528,55.05,353.0
KPMRW-1,onwind,5907,-4.069,55.679,353.0
KTHLW-1,onwind,7471,-2.825456,55.817272,100.0
KYPEW-1,onwind,5907,-4.063,55.629,48.5
LAGA-1,fossil,5209,-3.966064,50.492463,66.0
LARKS-1,solar,5225,-2.477369,51.57851,22.0
LBAR-1,fossil,7454,-0.230713,52.22107,172.0
LBAR-1G,fossil,7454,-0.230713,52.22107,172.0
LCLTW-1,onwind,6438,-4.559326,57.73935,109.75
MEDP-1,fossil,4974,0.889893,51.378638,109.75
MIDMW-1,onwind,5914,-3.776,55.495,1378.0
MILWW-1,onwind,6437,-4.866943,57.219608,1378.0
MKHLW-1,onwind,5893,-4.822998,55.160043,1378.0
MRWD-1,fossil,5253,-1.351318,50.903033,1378.0
NANT-1,hydro,6452,-5.251465,56.163906,1378.0
PEHE-1,fossil,6485,-1.867676,57.527622,156.4
PEHE-2,fossil,6485,-1.867676,57.527622,156.4
PEHED-1,fossil,6485,-1.78888,57.4772,0.0
PEMB-11,fossil,5183,-4.996378,51.684368,576.0
PEMB-21,fossil,5183,-4.996378,51.684368,576.0
PEMB-31,fossil,5183,-4.996378,51.684368,576.0
PEMB-41,fossil,5183,-4.996378,51.684368,576.0
PEMB-51,fossil,5183,-4.996378,51.684368,34.0
RATS-1,fossil,6049,-1.219482,52.855864,1150.0
RATS-2,fossil,6049,-1.219482,52.855864,1150.0
RATS-3,fossil,6049,-1.219482,52.855864,1250.0
RATS-4,fossil,6049,-1.219482,52.855864,1250.0
RATSGT-2,fossil,6049,-1.219482,52.855864,1250.0
RATSGT-4,fossil,6049,-1.219482,52.855864,1250.0
ROCK-1,fossil,5974,-2.592773,53.330873,1250.0
RYHPS-1,fossil,5243,-0.285645,51.815407,1250.0
SAKNW-1,onwind,5914,-4.025,55.346,219.0
SANQW-1,onwind,5914,-4.023363,55.322673,219.0
SCCL-1,fossil,6037,-0.131836,53.833081,1218.0
SCCL-2,fossil,6037,-0.131836,53.833081,1218.0
SCCL-3,fossil,6037,-0.131836,53.833081,1218.0
SEAB-1,fossil,5224,-2.614746,51.481383,1386.0
SEAB-2,fossil,5224,-2.614746,51.481383,1386.0
SEEL-1,fossil,6053,-0.1321,52.8078,1386.0
SIZB-1,nuclear,5943,-2.054443,55.813629,136.0
SIZB-2,nuclear,5943,-2.054443,55.813629,1185.0
SLOY-2,hydro,6454,-4.735107,56.200593,1185.0
SLOY-3,hydro,6454,-4.735107,56.200593,1180.0
SPLN-1,fossil,6053,-0.252686,52.816043,965.0
STAY-1,fossil,6047,-0.98877,53.041213,140.0
STAY-2,fossil,6047,-0.98877,53.041213,735.0
STAY-3,fossil,6047,-0.98877,53.041213,893.0
STAY-4,fossil,6047,-0.98877,53.041213,735.0
STLGW-1,onwind,6460,-4.056,57.081,62.0
STLGW-2,onwind,6460,-4.056,57.081,67.5
STLGW-3,onwind,6460,-4.056,57.081,600.0
STRNW-1,onwind,6441,-3.89086,58.385271,600.0
SUTB-1,fossil,5888,0.098877,52.62306,239.0
SVRP-10,fossil,5188,-3.065186,51.740636,88.4
SVRP-20,fossil,5188,-3.065186,51.740636,4.5
TDBNW-1,onwind,7471,-2.81,55.77,88.4
TORN-1,nuclear,5923,-4.405518,53.370221,885.0
TORN-2,nuclear,5923,-4.405518,53.370221,49.9
TORND-1,nuclear,6490,-2.40908,55.968,630.0
TRLGW-1,onwind,5893,-4.81,55.23,630.0
TSREP-1,fossil,5964,-1.12042,54.5768,630.0
TWSHW-1,onwind,5914,-3.9185,55.3142,630.0
WBURB-1,fossil,6033,-0.53833,53.363665,0.0
WBURB-2,fossil,6033,-0.53833,53.363665,0.0
WBURB-3,fossil,6033,-0.53833,53.363665,51.0
WBURB-41,battery,6033,-0.538,53.364,270.0
WBURB-43,battery,6033,-0.538,53.364,270.0
WDRGW-1,onwind,5905,-4.306,55.244,735.0
WHIHW-1,onwind,5914,-4.02,55.32,51.0
WHLWB-1,battery,8037,-4.17331,55.6954,65.0
WILCT-1,fossil,5964,-1.1185,54.5894,56.0
WISHB-1,battery,8035,-3.93867,55.76927,950.0
WISTW-2,onwind,6486,-2.374558,56.844014,950.0
WYLF-1,nuclear,4960,0.241667,51.465278,950.0
WYLF-2,nuclear,4960,0.241667,51.465278,840.0
WYLF-3,nuclear,4960,0.241667,51.465278,15.0
WYLF-4,nuclear,4960,0.241667,51.465278,1180.0
AG-CBS06B,battery,6008,-1.37484,53.22386,1180.0
AG-HEL00G,battery,5970,-2.643,53.787,1180.0
AG-HEL0DN,battery,6473,-3.204,56.166,2181.0
AG-HEL0CP,battery,6473,-2.995,56.324,2181.0
COVNB-1,battery,5223,-1.508,52.409,2181.0
PINFB-2,battery,5940,-2.9435833333333,53.265694444444,2181.0
PINFB-1,battery,5940,-2.9435833333333,53.265694444444,2181.0
ARNKB-1,battery,6011,-2.0,52.61,2116.0
PINFB-4,battery,5940,-2.9435833333333,53.265694444444,2116.0
FARNB-1,battery,5251,-0.791,51.21,2116.0
NURSB-1,battery,5230,-1.484869,50.942355,2116.0
FFSE01,battery,5953,-1.473,55.016,2116.0
POTES-1,battery,5953,-1.455827,54.977384,2116.0
KEMB-1,battery,4970,0.737,51.364,573.0
AG-ZEN03J,battery,4969,0.477,51.302,573.0
PNYCB-1,battery,5192,-3.564,51.709,400.0
NFSE02,battery,8489,-3.588,55.907,400.0
AG-GEDF02,battery,8838,-2.254,53.197,0.0
AG-GEDF01,battery,8838,-2.254,53.197,174.0
ZEN02A,battery,4955,0.591,52.07,174.0
DINO-5,PHS,5931,-3.977051,53.008173,715.0
AG-LLIM02,battery,5204,-3.157186,51.018497,86.4
DINO-4,PHS,5931,-3.977051,53.008173,31.05
PINFB-3,battery,5940,-2.9435833333333,53.265694444444,1200.0
FFES-2,PHS,6440,-4.361572,57.237449,1200.0
ARBRB-1,battery,6462,-2.619634,56.56497,1200.0
DINO-3,PHS,5931,-3.977051,53.008173,1140.0
AG-ASTK05,battery,4950,0.126,52.197,1140.0
AG-LLIM01,battery,5224,-2.652,51.516,950.0
DOLLB-1,battery,4968,0.56,51.6,0.0
CUPAB-1,battery,6473,-3.013,56.316,0.0
AG-MSTK01,battery,6035,-0.405,53.791,1075.0
AG-JSTK02,battery,5262,-0.334,51.231,1075.0
AG-HSTK02,battery,5226,-1.962,51.615,1075.0
AG-HSTK01,battery,5226,-1.962,51.615,1075.0
HAWKB-1,battery,5229,-2.208174,51.013772,1075.0
DINO-2,PHS,5931,-3.977051,53.008173,1365.0
CLDNW-1,onwind,5919,-3.35083,55.310391,1365.0
CLDSW-1,onwind,5919,-3.35083,55.310391,317.0
DUNGW-1,onwind,6440,-4.255802,57.25148,317.0
HADHW-1,onwind,5899,-4.702148,55.247815,1198.0
CLDCW-1,onwind,5919,-3.35083,55.310391,1198.0
CLDRW-1,onwind,6448,-2.922363,57.308724,152.5
EDINW-1,onwind,6452,-6.229248,57.279043,152.5
FSDLW-1,onwind,5896,-5.479859,55.780803,950.0
MYGPW-1,onwind,5917,-3.514802,55.248768,1850.0
PNYCW-1,onwind,8290,-3.561358,51.710658,1850.0
SOKYW-1,onwind,5905,-4.2,55.317,1850.0
BABAW-1,onwind,5925,-3.283333,53.983333,1850.0
BRNLW-1,onwind,5926,-3.19582,53.487739,0.0
BURBW-1,offwind,5926,-3.273,53.484,228.0
HYWDW-1,offwind,6485,-1.35,57.483,228.0
KINCW-1,offwind,6487,-1.8596,57.0046,228.0
BEATO-1,offwind,6443,-3.07,58.13,67.7
BEATO-3,offwind,6443,-3.07,58.13,0.0
BEATO-4,offwind,6443,-3.07,58.13,832.0
BLLA-1,offwind,5951,-1.401,55.131,832.0
BLLA-2,offwind,5951,-1.401,55.131,27.6
BRBEO-1,offwind,5926,-3.273,53.484,857.0
COSO-1,fossil,4972,0.834961,51.542919,857.0
DBAWO-1,offwind,5889,1.9301,54.7489,1190.0
DBAWO-2,offwind,5889,1.9301,54.7489,1190.0
DBAWO-3,offwind,5889,1.9301,54.7489,1190.0
DBAWO-4,offwind,5889,1.9301,54.7489,18.8
DBAWO-5,offwind,5889,1.9301,54.7489,0.0
DDGNO-1,offwind,5889,1.39,53.249,37.8
DDGNO-2,offwind,5889,1.39,53.249,1332.0
DDGNO-3,offwind,5889,1.39,53.249,1332.0
DDGNO-4,offwind,5889,1.39,53.249,1332.0
DNGBD-1,nuclear,4979,0.95976,50.9134,49.0
DNGB21,nuclear,5963,-1.098633,54.686534,49.0
DNGB22,nuclear,5963,-1.098633,54.686534,389.0
EAAO-1,offwind,4980,2.3,52.66,389.0
EAAO-2,offwind,4980,2.3,52.66,43.0
GAOFO-1,offwind,4980,2.035,51.893,27.0
GAOFO-3,offwind,4980,2.035,51.893,539.0
GAOFO-2,offwind,4980,2.035,51.893,539.0
GAOFO-4,offwind,4980,2.035,51.893,50.0
GNFSW-1,offwind,4956,1.174444,51.739444,0.0
GNFSW-2,offwind,4956,1.174444,51.739444,50.0
GRAI-6,fossil,4972,0.703125,51.47454,90.0
GRAI-7,fossil,4972,0.703125,51.47454,1026.2
GRAI-8,fossil,4972,0.703125,51.47454,1026.2
GYMRO-15,offwind,5932,-3.584,53.459,1026.2
GYMRO-17,offwind,5932,-3.584,53.459,1026.2
GYMRO-26,offwind,5932,-3.584,53.459,210.0
GYMRO-28,offwind,5932,-3.584,53.459,1190.0
HINB-7,nuclear,5898,-4.822998,55.646599,1190.0
HINB-8,nuclear,5898,-4.822998,55.646599,1190.0
HINBD-1,nuclear,5202,-3.1280887,51.2088898,1190.0
HMGTO-1,offwind,6043,0.293,53.644,20.0
HMGTO-2,offwind,6043,0.293,53.644,49.0
HOWAO-1,offwind,5889,1.791,53.885,50.0
HOWAO-2,offwind,5889,1.791,53.885,50.0
HOWAO-3,offwind,5889,1.791,53.885,50.0
HOWBO-1,offwind,5889,1.5518,53.91,100.0
HOWBO-2,offwind,5889,1.5518,53.91,100.0
HOWBO-3,offwind,5889,1.5518,53.91,41.0
LARYO-1,offwind,4975,1.362305,51.645294,100.0
LARYO-2,offwind,4975,1.362305,51.645294,20.0
LARYO-3,offwind,4975,1.362305,51.645294,50.0
LARYO-4,offwind,4975,1.362305,51.645294,25.0
LNCSO-1,offwind,5888,0.527344,53.265213,35.0
LNCSO-2,offwind,5888,0.527344,53.265213,50.0
MOWEO-1,offwind,6447,-2.69852,58.16708,29.0
MOWEO-2,offwind,6447,-2.69852,58.16708,22.0
MOWEO-3,offwind,6447,-2.69852,58.16708,30.0
RCBKO-1,offwind,5888,0.841,53.276,20.0
RCBKO-2,offwind,5888,0.841,53.276,20.0
RMPNO-1,offwind,5273,-0.27,50.67,20.0
RMPNO-2,offwind,5273,-0.27,50.67,1764.0
RREW-1,offwind,5919,-3.716667,54.75,30.0
RRWW-1,offwind,5919,-3.716667,54.75,1764.0
SGRWO-2,offwind,6487,-1.741,56.588,100.0
SGRWO-3,offwind,6487,-1.741,56.588,360.0
SGRWO-4,offwind,6487,-1.741,56.588,588.0
SGRWO-5,offwind,6487,-1.741,56.588,35.0
SGRWO-6,offwind,6487,-1.741,56.588,1764.0
SHBA-1,fossil,6043,-0.131836,53.618579,50.0
SHBA-2,fossil,6043,-0.131836,53.618579,32.0
SHRSO-1,offwind,5889,1.147,53.135,100.0
SHRSO-2,offwind,5889,1.147,53.135,50.0
TKNEW-1,offwind,5889,0.9,53.4,50.0
TKNWW-1,offwind,5889,0.9,53.4,6.0
WDNSO-1,offwind,5932,-3.768311,53.923751,100.0
WDNSO-2,offwind,5932,-3.768311,53.923751,100.0
WHILW-1,onwind,5925,-3.463,53.983,20.0
WHILW-2,onwind,5925,-3.463,53.983,1764.0
WLNYO-2,offwind,5925,-3.522,54.044,300.0
WLNYO-3,offwind,5925,-3.522,54.044,300.0
WLNYO-4,offwind,5925,-3.522,54.044,522.0
WLNYW-1,offwind,5925,-3.522,54.044,522.0
WTMSO-1,offwind,6037,0.681152,53.943155,94.0
BEATO-2,offwind,6443,-3.07,58.13,504.0
THNTO-2,offwind,4975,1.461182,51.385495,504.0
THNTO-1,offwind,4975,1.461182,51.385495,504.0
GRGBW-1,offwind,4980,1.713867,52.066,117.3
GRGBW-2,offwind,4980,1.713867,52.066,1075.0
GRGBW-3,offwind,4980,1.713867,52.066,522.0
SGRWO-1,offwind,6487,-1.741,56.588,36.9
ABRBO-1,offwind,6487,-1.98333,57.2167,96.8
OMNDO-1,offwind,5925,-3.4,54.1,41.4
RSCRB-1,demand_flex,distributed,distributed,distributed,22.5
CASKD-1,demand_flex,distributed,distributed,distributed,25.0
SFGSD-1,demand_flex,distributed,distributed,distributed,150.0
SFGSD-2,demand_flex,distributed,distributed,distributed,228.0
SFERD-1,demand_flex,distributed,distributed,distributed,240.0
EAS-SEL01,demand_flex,distributed,distributed,distributed,0.0
SEE-PGU01,demand_flex,distributed,distributed,distributed,0.0
YEP-ATL01,demand_flex,distributed,distributed,distributed,0.0
YEP-PGU01,demand_flex,distributed,distributed,distributed,0.0
